version,name,aa,ppg,srm,attenuation,temperature_range,description,alcohol_tolerance,flocculation
yeast,WLP320 White Labs American Hefeweizen Ale,,,,72.5,65ºF – 69ºF,"This yeast is used to produce the Oregon style American Hefeweizen. Unlike WLP300, this yeast produces a very slight amount of the banana and clove notes. It produces some sulfur, but is otherwise a clean fermenting yeast, which does not flocculate well, producing a cloudy beer.",5% - 10%,Low
yeast,WLP351 White Labs Bavarian Weizen,,,,75,66ºF – 70ºF,"Former Yeast Lab W51 yeast strain, acquired from Dan McConnell. The description originally used by Yeast Lab still fits: ""This strain produces a classic German-style wheat beer, with moderately high, spicy, phenolic overtones reminiscent of cloves."" ",5% - 10%,Low
yeast,WLP380 White Labs Hefeweizen IV Ale,,,,76.5,66ºF – 70ºF,"Large clove and phenolic aroma and flavor, with minimal banana. Refreshing citrus and apricot notes. Crisp, drinkable hefeweizen. Less flocculent than WLP300, and sulfur production is higher. ",5% - 10%,Low
yeast,WLP400 White Labs Belgian Wit Ale,,,,76,67ºF – 74ºF,"Slightly phenolic and tart, this is the original yeast used to produce Wit in Belgium.",5% - 10%,Low - Medium
yeast,WLP410 White Labs Belgian Wit II Ale,,,,72.5,67ºF – 74ºF,"Less phenolic than WLP400, and more spicy. Will leave a bit more sweetness, and flocculation is higher than WLP400. Use to produce Belgian Wit, spiced Ales, wheat Ales, and specialty Beers. ",5% - 10%,Low - Medium
yeast,WLP500 White Labs Trappist Ale,,,,77.5,65ºF – 72ºF,"From one of the few remaining Trappist breweries remaining in the world, this yeast produces the distinctive fruitiness and plum characteristics. Excellent yeast for high gravity beers, Belgian ales, dubbels and trippels.  Lower temperatures (under 65°F(18°C) will result in less fruity and more earthy beers.",10% -15%,Medium - Low
yeast,WLP510 White Labs Belgian Bastogne Ale,,,,77,66ºF – 72ºF,"A high gravity, Trappist style ale yeast. Produces dry beer with slight acidic finish. More ‘clean’ fermentation character than WLP500 or WLP530. Not as spicy as WLP530 or WLP550. Excellent yeast for high gravity beers, Belgian ales, dubbels and trippels.",10% -15%,Medium
yeast,WLP515 White Labs Antwerp Ale,,,,76.5,67ºF – 70ºF,"Clean, almost lager like Belgian type ale yeast. Good for Belgian type pales ales and amber ales, or with blends to combine with other Belgian type yeast strains. Biscuity, ale like aroma present. Hop flavors and bitterness are accentuated. Slight sulfur will be produced during fermentation, which can give the yeast a lager like flavor profile.",5% - 10%,Medium
yeast,WLP530 White Labs Abbey Ale,,,,77.5,66ºF – 72ºF,"Used to produce Trappist style beers. Similar to WLP500, but is less fruity and more alcohol tolerant (up to 15% ABV). Excellent yeast for high gravity beers, Belgian ales, dubbels and trippels.",10% -15%,Medium - High
yeast,WLP540 White Labs Abbey IV Ale,,,,78,66ºF – 72ºF,"An authentic Trappist style yeast. Use for Belgian style ales, dubbels, trippels, and specialty beers. Fruit character is medium, in between WLP500 (high) and WLP530 (low).",10% -15%,Medium
yeast,WLP545 White Labs Belgian Strong Ale,,,,81.5,66ºF – 72ºF,"From the Ardennes region of Belgium, this classic yeast strain produces moderate levels of ester and spicy phenolic character. Typically results in a dry, but balanced finish. This yeast is well suited for Belgian dark strongs, Abbey Ales, and Christmas beers.",10% -15%,Medium
yeast,WLP550 White Labs Belgian Ale,,,,81.5,68ºF – 78ºF,"Saisons, Belgian Ales, Belgian Reds, Belgian Browns, and White beers are just a few of the classic Belgian beer styles that can be created with this yeast strain. Phenolic and spicy flavors dominate the profile, with less fruitiness then WLP500.",8% - 12%,Medium
yeast,WLP560 White Labs Classic Saison Blend,,,,72.5,68ºF – 78ºF,"This Saison blend that marries both earthy, spicy notes with fruity ester production. Slight clove-like characteristic in finished beer flavor and aroma.",5% - 10%,Medium
yeast,WLP565 White Labs Belgian Saison I,,,,70,68ºF – 75ºF,"Classic Saison yeast from Wallonia. It produces earthy, peppery, and spicy notes. Slightly sweet. With high gravity Saisons, brewers may wish to dry the beer with an alternate yeast added after 75% fermentation. ",5% - 10%,Medium
yeast,WLP566 White Labs Belgian Saison II,,,,81.5,68ºF – 78ºF,"Saison strain with more fruity ester production than with WLP565. Moderately phenolic, with a clove-like characteristic in finished beer flavor and aroma. Ferments faster than WLP565. ",5% - 10%,Medium
yeast,WLP568 White Labs Belgian Style Ale Blend,,,,75,70ºF – 80ºF,"This blend melds Belgian style ale and Saison strains. The strains work in harmony to create complex, fruity aromas and flavors. The blend of yeast strains encourages complete fermentation in a timely manner. Phenolic, spicy, earthy, and clove like flavors are also created. ",5% - 10%,Medium
yeast,WLP570 White Labs Belgian Golden Ale,,,,75.5,68ºF – 75ºF,"From East Flanders, versatile yeast that can produce light Belgian ales to high gravity Belgian beers (12% ABV). A combination of fruitiness and phenolic characteristics dominate the flavor profile. Some sulfur is produced during fermentation, which will dissipate following the end of fermentation. ",10% - 15%,Low
yeast,WLP575 White Labs Belgian Styal Ale Blend,,,,77,68ºF – 75ºF,"A blend of Trappist type yeast (2) and one Belgian ale type yeast. This creates a versatile blend that can be used for Trappist type beer, or a myriad of beers that can be described as 'Belgian type'. ",8% - 12%,Medium
yeast,WLP585 White Labs Belgian Saison III,,,,72,68ºF – 75ºF,"Produces beer with a high fruit ester characteristic, as well as some slight tartness. Finishes slightly malty, which balances out the esters. Also produces low levels of clovey phenolics. Great yeast choice for a summer Saison that is light and easy-drinking.",5% - 10%,Low - Medium
yeast,WLP630 White Labs Berliner Weisse Blend,,,,76.5,68ºF – 72ºF,"A blend of a traditional German Weizen yeast and Lactobacillus to create a subtle, tart, drinkable beer. Can take several months to develop tart character. Perfect for traditional Berliner Weisse.",5% - 10%,Medium
yeast,WLP644 White Labs Brettanomyces Bruxellensis Trois,,,,85,70ºF – 85ºF,"This Belgian strain, used traditionally for 100% Brettanomyces fermentations, produces a slightly tart beer with delicate characteristics of mango and pineapple. Can also be used to produce effervescence when bottle-conditioning.",8% - 12%,Low
yeast,WLP645 White Labs Brettanomyces Classenii,,,,85,70ºF – 85ºF,"Low intensity Brett character. Originally isolated from strong English stock beer, in the early 20th century. The Brett flavors produced are more subtle than WLP650 and WLP653. More aroma than flavor contribution. Fruity, pineapple like aroma. B. claussenii is closely related to B. anomalus.",8% - 12%,Low
yeast,WLP650 White Labs Brettanomyces Bruxellensis,,,,85,70ºF – 85ºF,Medium intensity Brett character. Classic strain used in secondary fermentation for Belgian style beers and lambics. One Trappist brewery uses this strain in secondary fermentation and bottling to produce their characteristic flavor. ,8% - 12%,Low
yeast,WLP653 White Labs Brettanomyces Lambicus,,,,85,70ºF – 85ºF,"High intensity Brett character. Defines the ""Brett character"": Horsey, smoky and spicy flavors. As the name suggests, this strain is found most often in Lambic style beers, which are spontaneously fermented beers. Also found in Flanders and sour brown style beers.",8% - 12%,Low
yeast,WLP655 White Labs Belgian Sour Mix 1,,,,85,70ºF – 85ºF,"A unique blend perfect for Belgian style beers. Includes Brettanomyces, Saccharomyces, and the bacterial strains Lactobacillus and Pediococcus.",8% - 12%,Low
yeast,WLP665 White Labs Flemish Ale Blend,,,,82.5,68ºF – 80ºF,"Blended culture used to produce the classic beer styles of the West Flanders region of Belgium . A proprietary blend of Saccharomyces yeasts, Brettanomyces, Lactobacillus, and Pediococcus, this culture creates a more complex, dark stone fruit characteristic than WLP 655 Belgian Sour Mix.",8% - 12%,Low - Medium
yeast,WLP670 White Labs American Farmhouse Blend,,,,78.5,68ºF – 72ºF,"Inspired by local American brewers crafting semi- traditional Belgian-style ales. This blend creates a complex flavor profile with a moderate level of sourness. It consists of a traditional farmhouse yeast strain and Brettanomyces. Great yeast for farmhouse ales, Saisons, and other Belgian-inspired beers.",5% - 10%,Medium
yeast,WLP672 Lactobacillus Brevis,,,,80,70ºF – 95ºF,"""Lactobacillus brevis is a rod-shaped bacteria used for souring beers. Typically produces more lactic acid than Lactobacillus delbrueckii. Great addition to any sour program!"" We have used this culture in house and prefer it to other strains of Lactobacillus we've used in the past. It produces a it more acid than other strains we've used, and is said to have better IBU tolerance, though we have not yet independently verified this. When using, we would recommend keeping the IBUs on the low end (< 10 IBU) until we are able to run our own experiments.",,N/A
yeast,WLP675 White Labs Malolactic Bacteria,,,,,,"Malolactic fermentation is the conversion of malic acid to lactic acid by bacteria from the lactic acid bacteria family.  Lactic acid is less acidic than malic acid, which in turn decreases acidity and helps to soften and/or round out some of the flavors in wine. ",,
yeast,WLP677 White Labs Lactobacillus Bacteria,,,,,,"This lactic acid bacteria produces moderate levels of acidity and sour flavors found in lambics, Berliner Weiss, sour brown ale and gueze.",,
yeast,WLP800 White Labs Pilsner Lager,,,,74.5,50ºF – 55ºF,"Classic pilsner strain from the premier pilsner producer in the Czech Republic. Somewhat dry with a malty finish, this yeast is best suited for European pilsner production.",5% - 10%,Medium - High
yeast,WLP802 White Labs Czech Budejovice Lager,,,,77.5,50ºF – 55ºF,"Pilsner lager yeast from Southern Czech Republic. Produces dry and crisp lagers, with low diacetyl production. ",5% - 10%,Medium
yeast,WLP810 White Labs San Francisco Lager,,,,67.5,58ºF – 65ºF,"This yeast is used to produce the ""California Common"" style beer. A unique lager strain which has the ability to ferment up to 65 degrees while retaining lager characteristics. Can also be fermented down to 50 degrees for production of marzens, pilsners and other style lagers.",8% - 12%,High
yeast,WLP815 White Labs Belgian Lager,,,,75,50ºF – 55ºF,"Clean, crisp European lager yeast with low sulfur  production. The strain originates from a very old brewery in West Belgium. Great for European style pilsners, dark lagers, Vienna lager, and American style lagers.",5% - 10%,Medium
yeast,WLP820 White Labs Oktoberfest / Marzen Lager,,,,69,52ºF – 58ºF,"This yeast produces a very malty, bock like style. It does not finish as dry as WLP830. This yeast is much slower in the first generation than WLP830, so we encourage a larger starter to be used the first generation or schedule a longer lagering time.",8% - 12%,Medium
yeast,WLP830 White Labs German Lager,,,,76.5,50ºF – 55ºF,"This yeast is one of the most widely used lager yeasts in the world. Very malty and clean, great for all German lagers, Pilsner, Oktoberfest, and Marzen. ",5% - 10%,Medium
yeast,WLP833 White Labs German Bock Lager,,,,73,48ºF – 55ºF,"From the Alps of southern Bavaria, this yeast produces a beer that is well balanced between malt and hop character. The excellent malt profile makes it well suited for Bocks, Doppelbocks, and Oktoberfest style beers. Very versatile lager yeast, it is so well balanced that it has gained tremendous popularity for use in Classic American style Pilsners. Also good for Helles style lager beer.",8% - 12%,Medium
yeast,WLP838 White Labs Southern German Lager,,,,72,50ºF – 55ºF,"This yeast is characterized by a malty finish and balanced aroma. It is a strong fermentor, produces slight sulfur, and low diacetyl.",5% - 10%,Medium - High
yeast,WLP840 White Labs American Lager,,,,77.5,50ºF – 55ºF,This yeast is used to produce American style lagers. Dry and clean with a very slight apple fruitiness. Sulfur and diacetyl production is minimal. ,5% - 10%,Medium
yeast,WLP860 White Labs Munich Helles,,,,70,48ºF – 52ºF,"This yeast helps to produce a malty, but balanced traditional Munich-style lager. Clean and strong fermentor, it's great for a variety of lager styles ranging from Helles to Rauchbier.",5% - 10%,Medium
yeast,WLP862 White Labs Cry Havoc,,,,68,68ºF – 74ºF   55ºF – 58ºF,"This signature strain, from Charlie Papazian, has the ability to ferment at both ale and lager temperatures allowing the brewer to produce diverse beer styles. The recipes in both Papazian's books, The Complete Joy of Homebrewing and The Homebrewers Companion, were originally developed and brewed with this yeast. Papazian had ""Cry Havoc"" in his yeast stable since 1983. When fermented at ale temperatures, the yeast produces fruity esters reminiscent of berries and apples. Hop character comes through well with hop accented beers. Diacetyl production will be very low when proper fermentation techniques are used. When fermented at lager temperatures, esters are low in high gravity beers and negligible in other beers. Pleasant baked bread-like yeast aroma is often perceived in malt accented lagers. Slightly extended fermentation times may be experienced compared to other lagers. Some fermentation circumstances may produce sulfur aroma compounds, but these will usually dissipate with time. Good yeast for bottle conditioning. For Ales: Attenuation: 66-70, Flocculation: M-L, Optimum Fermentation Temperature: 68-74°F, Optimum Cellaring Temperature: 50-55°F + Alt beers can be cellared at lagering temperatures, For Lagers: Attenuation: 66-70, Flocculation: L, Optimum Fermentation Temperature: 55-58°F, Optimum Lagering Temperature: 32-37°F.",,Medium - Low
yeast,WLP885 White Labs Zurich Lager,,,,75,50ºF – 55ºF,"Swiss style lager yeast. With proper care, this yeast can be used to produce lager beer over 11% ABV. Sulfur and diacetyl production is minimal. Original culture provided to White Labs by Marc Sedam.",15%+,Medium
yeast,WLP920 White Labs Old Bavarian Lager,,,,69.5,50ºF – 55ºF,"From Southern Germany, this yeast finishes malty with a slight ester profile. Use in beers such as Oktoberfest, Bock, and Dark Lagers. ",8% - 12%,Medium
yeast,WLP940 White Labs Mexican Lager,,,,74,50ºF – 55ºF,"From Mexico City, this yeast produces clean lager beer, with a crisp finish. Good for Mexican style light lagers, as well as dark lagers.",5% - 10%,Medium
yeast,WY1000 Wyeast Headwaters Ale,,,,75,60ºF – 75ºF,"A clean, aggressive ale strain well suited for American style ales and German style ales. This strain does well at lower temperatures, but stays clean even at the warmer end of the temperature range. Though it is a slight top cropper during fermentation, it does not settle out quickly and therefore will benefit from a longer conditioning/settling time in the secondary.",10%,Medium
yeast,WY1007 Wyeast German Ale,,,,75,55ºF – 68ºF,"A true top cropping yeast with low ester formation and a broad temperature range. Fermentation at higher temperatures may produce mild fruitiness. This powdery strain results in yeast that remains in suspension post fermentation. Beers mature rapidly, even when cold fermentation is used. Low or no detectable diacetyl.",11%,Low
yeast,WY1010 Wyeast American Wheat,,,,76,58ºF – 74ºF,"A strong fermenting, true top cropping yeast that produces a dry, slightly tart, crisp beer. Ideal for beers when a low ester profile is desirable. ",10%,Low
yeast,WY1026PC Wyeast British Cask Ale,,,,75.5,63ºF – 72ºF,A great yeast choice for any cask conditioned British Ale and one that is especially well suited for IPA’s and Australian ales. Produces a nice malt profile and finishes crisp & slightly tart. Low to moderate fruit ester producer that clears well without filtration.,9%,Medium – High
yeast,WY1028 Wyeast London Ale,,,,75,60ºF – 72ºF,"A rich, minerally profile that is bold and crisp with some fruitiness. Often used for higher gravity ales and when a high level of attenuation is desired. ",11%,Medium – Low
yeast,WY1056 American Ale,,,,75,60ºF – 72ºF,"Very clean, crisp flavor characteristics with low fruitiness and mild ester production. A very versatile yeast for styles that desire dominant malt and hop character. This strain makes a wonderful “House” strain. Mild citrus notes develop with cooler 60-66°F (15-19ºC) fermentations. Normally requires filtration for bright beers.",11%,Medium – Low
yeast,WY1084 Wyeast Irish Ale,,,,73,60ºF – 72ºF,"This versatile yeast ferments extremely well in dark worts. It is a good choice for most high gravity beers. Beers fermented in the lower temperature range produce a dry, crisp profile with subtle fruitiness. Fruit and complex esters will increase when fermentation temperatures are above 64°F (18°C).",12%,Medium
yeast,WY1098 Wyeast British Ale,,,,74,64ºF – 72ºF,"This yeast allows malt and hop character to dominate the profile. It ferments dry and crisp, slightly tart, fruity and well balanced. Beers will finish clean and neutral. Ferments well down to 64°F (18°C). ",10%,Medium
yeast,WY1099 Wteast Whitbread Ale,,,,70,64ºF – 75ºF,"A mildly malty and slightly fruity fermentation profile. It is less tart and dry than Wyeast 1098 British Ale. With good flocculation characteristics, this yeast clears well without filtration. Low fermentation temperatures will produce a clean finish with a very low ester profile. ",10%,Medium – High
yeast,WY1187 Wyeast Ringwood Ale,,,,70,64ºF – 74ºF,"A top cropping yeast strain with unique fermentation and flavor characteristics. Expect distinct fruit esters with a malty, complex profile. Flocculation is high, and the beer will clear well without filtration. A thorough diacetyl rest is recommended after fermentation is complete. ",10%,High
yeast,WY1214 Wyeast Belgian Abbey,,,,76,68ºF – 78ºF,"A widely used and alcohol tolerant Abbey yeast that is suitable for a variety of Belgian style ales. This strain produces a nice ester profile as well as slightly spicy alcohol notes. It can be slow to start; however, it attenuates well. ",12%,Medium – Low
yeast,WY1272 Wyeast American Ale II,,,,74,60ºF – 72ºF,"With many of the best qualities that brewers look for when brewing American styles of beer, this strain’s performance is consistent and it makes great beer. This versatile strain is a very good choice for a “House” strain. Expect a soft, clean profile with hints of nut, and a slightly tart finish. Ferment at warmer temperatures to accentuate hop character with an increased fruitiness. Or, ferment cool for a clean, light citrus character. It attenuates well and is reliably flocculent, producing bright beer without filtration. ",10%,Medium – High
yeast,WY1275 Wyeast Thames Valley Ale,,,,77,62ºF – 72ºF,"This strain produces classic British bitters with a rich, complex flavor profile. The yeast has a light malt character, low fruitiness, low esters and is clean and well balanced. ",10%,Medium – Low
yeast,WY1318 Wyeast London Ale III,,,,73,64ºF – 74ºF,"Originating from a traditional London brewery, this yeast has a wonderful malt and hop profile. It is a true top cropping strain with a fruity, very light and softly balanced palate. This strain will finish slightly sweet. ",10%,High
yeast,WY1332 Wyeast Northwest Ale,,,,69,65ºF – 75ºF,One of the classic ale strains from a Northwest U.S. Brewery. It produces a malty and mildly fruity ale with good depth and complexity. ,10%,High
yeast,WY1335 Wyeast British Ale II,,,,74.5,63ºF – 75ºF,"A classic British ale profile with good flocculation and malty flavor characteristics. It will finish crisp, clean and fairly dry. ",10%,High
yeast,WY1338 Wyeast European Ale,,,,69,62ºF – 72ºF,"A full-bodied strain, finishing very malty with a complex flavor profile. This strain’s characteristics are very desirable in English style brown ales and porters. It produces a dense, rocky head during fermentation, and can be a slow to start and to attenuate. This yeast may continue to produce CO2 for an extended period after packaging or collection.",10%,High
yeast,WY1388 Wyeast Belgian Strong,,,,76,64ºF – 80ºF,"The classic choice for brewing golden strong ales. This alcohol tolerant strain will produce a complex ester profile balanced nicely with subtle phenolics. Malt flavors and aromas will remain even with a well attenuated dry, tart finish. It may continue to produce CO2 for an extended period after packaging or collection. ",12% - 13%,Low
yeast,WY1450 Wyeast Denny's Favorite 50,,,,75,60ºF – 70ºF,"This terrific all-round yeast can be used for almost any beer style, and is a mainstay of one of our local homebrewers, Mr. Denny Conn. It is unique in that it produces a big mouthfeel and accentuates the malt, caramel, or fruit character of a beer without being sweet or under-attenuated.. ",10%,Low
yeast,WY1469 Wyeast West Yorkshire Ale,,,,69,64ºF – 72ºF,"This strain produces ales with a full chewy malt flavor and character, but finishes dry, producing famously balanced beers. Expect moderate nutty and stone-fruit esters. Best used for the production of cask-conditioned bitters, ESB and mild ales. Reliably flocculent, producing bright beer without filtration. ",9%,High
yeast,WY1581PC Wyeast Belgian Stout,,,,77.5,65ºF – 75ºF,A very versatile ale strain from Belgium. Excellent for Belgian stout and Belgian Specialty ales. Ferments to dryness and produces moderate levels of esters without significant phenolic or spicy characteristics.,12%,Medium
yeast,WY1728 Scottish Ale,,,,71,55ºF – 75ºF,"Our Scottish ale strain is ideally suited for the strong, malty ales of Scotland. This strain is very versatile, and is often used as a “House” strain as it ferments neutral and clean. Higher fermentation temperatures will result in an increased ester profile. ",12%,High
yeast,WY1762 Wyeast Belgian Abbey II,,,,75,65ºF – 75ºF,An excellent yeast strain for use in Belgian dark strong ales. This strain has a relatively “clean profile” which allows a rich malt and distinctive ethanol character to shine. Delicate dried fruit esters can be produced when used at higher fermentation temperatures or in a high gravity wort. ,12%,Medium
yeast,WY1764PC Wyeast Rogue Pacman,,,,75,60ºF – 72ºF,"A versatile yeast strain from one of Oregon’s leading craft breweries. Pacman is alcohol tolerant, flocculent, attenuates well and will produce beers with little to no diacetyl. Very mild fruit complements a dry, mineral finish making this a fairly neutral strain. Pacman’s flavor profile and performance makes it a great choice for use in many different beer styles.",12%,Medium – High
yeast,WY1768PC Wyeast English Special Bitter,,,,70,64ºF – 72ºF,"A great yeast for malt predominate ales. Produces light fruit and ethanol aromas along with soft, nutty flavors. Exhibits a mild malt profile with a neutral finish. Bright beers are easily achieved without any filtration. It is similar to our 1968 London ESB Ale but slightly less flocculent.",9%,High
yeast,WY1882PC Wyeast Thames Valley II,,,,75,60ºF – 70ºF,"This strain was originally sourced from a now defunct brewery on the banks of the river Thames outside of Oxford, England. Thames Valley II produces crisp, dry beers with a rich malt profile and moderate stone fruit esters. This attenuative strain is also highly flocculent resulting in bright beers not requiring filtration. A thorough diacetyl rest is recommended after fermentation is complete.",10%,High
yeast,WY1945 Wyeast NeoBritannia,,,,74.5,66ºF – 74ºF,"This traditional English ale strain works well for a wide range of beer styles, from low-gravity bitters and milds to strong stouts, porters, and old ales. Due to the cells’ chain-forming characteristics, it is an excellent top-cropping yeast. Moderate ester profile makes it a great match for hop-driven beers like bitter and pale ale, but attenuative enough to handle higher-gravity malty styles. Excellent flocculation yields clear beer and allows for cask-conditioning. Ferment at the lower end of the temperature range for a cleaner finish, or utilize the upper end to enhance low-gravity beers with a more assertive ester profile.",,Medium – High
yeast,WY1968 London ESB Ale,,,,69,64ºF – 72ºF,"A very good cask conditioned ale strain, this extremely flocculant yeast produces distinctly malty beers. Attenuation levels are typically less than most other yeast strains which results in a slightly sweeter finish. Ales produced with this strain tend to be fruity, increasingly so with higher fermentation temperatures of 70-74°F (21-23° C). A thorough diacetyl rest is recommended after fermentation is complete. Bright beers are easily achieved within days without any filtration. ",9%,Very High
yeast,WY2000 Wyeast Budvar Lager,,,,73,48ºF – 56ºF,"The Budvar strain has a nice malty nose with subtle fruit tones and a rich malt profile on the palate. It finishes malty but dry, well balanced and crisp. Hop character comes through in the finish. ",9%,Medium – High
yeast,WY2001 Wyeast Urquell Lager,,,,74,48ºF – 56ºF,With a mild fruit and floral aroma this strain has a very dry and clean palate with a full mouthfeel and nice subtle malt character. It has a very clean and neutral finish. ,9%,Medium – High
yeast,WY2007 Wyeast Pilsen Lager,,,,73,48ºF – 56ºF,"Wyeast 2007 is the classic American lager strain. This mild, neutral strain produces beers with a nice malty character and a smooth palate. It ferments dry and crisp with minimal sulfur or diacetyl. Beers from this strain exhibit the characteristics of the most popular lager in America. ",9%,Medium
yeast,WY2035 Wyeast American Lager,,,,75,48ºF – 58ºF,A complex and aromatic strain that can be used for a variety of lager beers. This strain is an excellent choice for Classic American Pilsner beers. ,9%,Medium
yeast,WY2042 Wyeast Danish Lager,,,,75,46ºF – 56ºF,"This yeast is a good choice for Dortmund-style lagers. It will ferment crisp and dry with a soft, rounded profile that accentuates hop characteristics. ",9%,Low
yeast,WY2105PC Wyeast Rocky Mountain Lager,,,,72,48ºF – 56ºF,"Perfect for that “Banquet Style” beer, this lager strain, born in the Colorado Rockies, ferments well at cooler temperatures with an emphasis on the malt finish.  Will work well for all North American lagers, light pilsners and adjunct beers.  Mild malty profile, medium ester profile, well balanced.",9%,Medium – High
yeast,WY2112 Wyeast California Lager,,,,69,58ºF – 68ºF,"This strain is particularly well suited for producing 19th century-style West Coast beers with woody/minty hop flavor. It retains lager characteristics at temperatures up to 65°F (18°C) and produces malty, brilliantly clear beers. This strain is not recommended for cold temperature fermentation. ",9%,High
yeast,WY2124 Wyeast Bohemian Lager,,,,75,45ºF – 68ºF,"This Carlsberg type yeast is the most widely used lager strain in the world. This strain produces a distinct malty profile with some ester character and a crisp finish. A versatile strain, that is great to use with lagers or Pilsners for fermentations in the 45-55°F (8-12°C) range. It may also be used for Common beer production with fermentations at 65-68°F (18-20°C). A thorough diacetyl rest is recommended after fermentation is complete. ",9%,Medium – Low
yeast,WY2206 Wyeast Bavarian Lager,,,,75,46ºF – 58ºF,"Used by many German breweries to produce rich, full-bodied, malty beers, this strain is a good choice for bocks and dopplebocks. A thorough diacetyl rest is recommended after fermentation is complete. ",9%,Medium – High
yeast,WY2247PC Wyeast European Lager,,,,75,46ºF – 56ºF,This strain exhibits a very clean and dry flavor profile often found in aggressively hopped lagers. Produces mild aromatics and slight sulfur notes typical of classic pilsners. This yeast is a good attenuator resulting in beers with a distinctively crisp finish.,10%,Low
yeast,WY2252PC Wyeast Rasenmaher Lager,,,,75,48ºF – 68ºF,"This versatile lager strain is an excellent choice for brewing your favorite low alcohol lawnmower beer. Fermentations at low temperatures will produce clean lagers that accentuate the malt character of the beer. At high temperatures this strain maintains much of the lager character, but will also yield a mild ester profile that compliments hop aromas and flavors.",9%,Low
yeast,WY2272PC Wyeast North American Lager,,,,73,52ºF – 58ºF,"Traditional culture of North American and Canadian lagers, light pilsners and adjunct beers. Mildly malty profile, medium ester profile, well balanced. Malty finish. ",9%,High
yeast,WY2278 Wyeast Czech Pils,,,,72,50ºF – 58ºF,"Originating from the home of great Pilsners in the Czech Republic, this classic Pilsner strain will finish dry and malty. It is the perfect choice for Pilsners and all malt beers. Sulfur produced during fermentation can be reduced with warmer fermentation temperatures 58°F (14°C) and will dissipate with conditioning. ",9%,Medium – High
yeast,WY2308 Wyeast Munich Lager,,,,72,48ºF – 56ºF,"This is a unique strain, capable of producing fine lagers. It is very smooth, well-rounded and full-bodied. A thorough diacetyl rest is recommended after fermentation is complete. ",9%,Medium
yeast,WY2352PC Wyeast Munich Lager II,,,,73,52ºF – 62ºF,"From a famous brewery in Munich, this strain is a low diacetyl and low sulfur aroma producer.  An excellent choice for malt driven lagers.",10%,Medium
yeast,WY2487PC Wyeast Hella Bock,,,,72,48ºF – 56ºF,"Direct from the Austrian Alps, this strain will produce rich, full-bodied and malty beers with a complex flavor profile and a great mouth feel. Attenuates well while still leaving plenty of malt character and body. Beers fermented with this strain will benefit from a temperature rise for a diacetyl rest at the end of primary fermentation.",12%,Medium
yeast,WY2565 Wyeast Kölsch,,,,75,56ºF – 70ºF,"This strain is a classic, true top cropping yeast strain from a traditional brewery in Cologne, Germany. Beers will exhibit some of the fruity character of an ale, with a clean lager like profile. It produces low or no detectable levels of diacetyl. This yeast may also be used to produce quick-conditioning pseudo-lager beers and ferments well at cold 55-60°F (13-16°C) range. This powdery strain results in yeast that remain in suspension post fermentation. It requires filtration or additional settling time to produce bright beers. ",10%,Low
yeast,WY2575PC Wyeast Kolsch II,,,,75,55ºF – 70ºF,This authentic Kolsch strain from one of Germany’s leading brewing schools has a rich flavor profile which accentuates a soft malt finish. It has Low or no detectable diacetyl production and will also ferment well at colder temperatures for fast lager type beers,10%,Low
yeast,WY2633 Wyeast Octoberfest Lager Blend,,,,75,48ºF – 58ºF,"This blend of lager strains is designed to produce a rich, malty, complex and full bodied Octoberfest style beer. It attenuates well while leaving plenty of malt character and mouthfeel. This strain is low in sulfur production. ",9%,Medium – Low
yeast,WY2782PC Wyeast Staro Prague Lager,,,,72,50ºF – 58ºF,"This yeast will help create medium to full body lagers with moderate fruit and bready malt flavors. The balance is slightly toward malt sweetness and will benefit from additional hop bittering. A fantastic strain for producing classic Bohemian lagers.",11%,High
yeast,WY3056 Wyeast Bavarian Wheat,,,,75,64ºF – 74ºF,This proprietary blend of a top-fermenting neutral ale strain and a Bavarian wheat strain is a great choice when a subtle German style wheat beer is desired. The complex esters and phenolics from the wheat strain are nicely softened and balanced by the neutral ale strain. ,10%,Medium
yeast,WY3068 Wyeast Weihenstephan Weizen,,,,75,64ºF – 75ºF,"The classic and most popular German wheat beer strain used worldwide. This yeast strain produces a beautiful and delicate balance of banana esters and clove phenolics. The balance can be manipulated towards ester production through increasing the fermentation temperature, increasing the wort density, and decreasing the pitch rate. Over pitching can result in a near complete loss of banana character. Decreasing the ester level will allow a higher clove character to be perceived. Sulfur is commonly produced, but will dissipate with conditioning. This strain is very powdery and will remain in suspension for an extended amount of time following attenuation. This is true top cropping yeast and requires fermenter headspace of 33%. ",10%,Low
yeast,WY3191PC Wyeast Berliner-Weisse Blend,,,,75,68ºF – 72ºF,"This blend includes a German ale strain with low ester formation and a dry, crisp finish. The Lactobacillus included produces moderate levels of acidity. The unique Brettanomyces strain imparts a critical earthy characteristic that is indicative of a true Berliner Weisse. When this blend is used, expect a slow start to fermentation as the yeast and bacteria in the blend is balanced to allow proper acid production. It generally requires 3-6 months of aging to fully develop flavor characteristics. Use this blend with worts containing extremely low hopping rates",6%,Low
